Title,Authors,Year,Source title,Abstract,Author Keywords,Index Keywords,Publisher
Efficient decomposition of environmentally persistent perfluorooctanesulfonate and related fluorochemicals using zerovalent iron in subcritical water,"Hori H., Nagaoka Y., Yamamoto A., Sano T., Yamashita N., Taniyasu S., Kutsuna S., Osaka I., Arakawa R.",2006,Environmental Science and Technology,"Decomposition of perfluorooctanesulfonate (PFOS) and related chemicals in subcritical water was investigated. Although PFOS demonstrated little reactivity in pure subcritical water, addition of zerovalent metals to the reaction system enhanced the PFOS decomposition to form F- ions, with an increasing order of activity of no metal ≈ A1 &lt; Cu &lt; Zn ≪ Fe. Use of iron led to the most efficient PFOS decomposition: When iron powder was added to an aqueous solution of PFOS (93-372 μpM) and the mixture was heated at 350 °C for 6 h, PFOS concentration in the reaction solution fell below 2.2 μM (detection limit of HPLC with conductometric detection), with formation of F- ions with yields [i.e., (moles of F- formed)/(moles of fluorine content in initial PFOS) × 100] of 46.2-51.4% and without any formation of perfluorocarboxylic acids. A small amount of CHF3 was detected in the gas phase with a yield [i.e., (moles of CHF3)/(moles of carbon content in initial PFOS) × 100] of 0.7%, after the reaction of PFOS (372 μM) with iron at 350 °C for 6 h. Spectroscopic measurements indicated that PFOS in water markedly adsorbed on the iron surface even at room temperature, and the adsorbed fluorinated species on the iron surface decomposed with rising temperature, with prominent release of F- ions to the solution phase above 250 °C. This method was also effective in decomposing other perfluoroalkylsulfonates bearing shorter chain (C2-C 6) perfluoroalkyl groups and was successfully applied to the decomposition of PFOS contained in an antireflective coating agent used in semiconductor manufacturing. © 2006 American Chemical Society.",,Derivatives; Environmental protection; Fluorocarbons; Iron; Metal analysis; Paraffins; Sulfur compounds; Fluorinated species; Reaction solution; Semiconductor manufacturing; Subcritical water; Decomposition; alkyl group; aluminum; carbon; copper; fluorine; iron; metal; perfluoro compound; perfluorooctanesulfonic acid; sulfonic acid derivative; unclassified drug; water; zinc; Decomposition; Derivatives; Environmental protection; Fluorocarbons; Iron; Metal analysis; Paraffins; Sulfur compounds; wastewater; article; conductometry; decomposition; electrospray mass spectrometry; gas chromatography; high performance liquid chromatography; ion exclusion chromatography; mass spectrometry; reaction analysis; spectroscopy; X ray diffraction; X ray photoelectron spectroscopy; Alkanesulfonic Acids; Environmental Pollutants; Fluorocarbons; Iron; Oxidation-Reduction; Semiconductors; Water,
Investigation of perfluorinated compounds as physical solvents for selective CO2 capture at elevated pressures and temperatures,"Heintz Y.J., Lemoine R.O., Sehabiague L., Morsi B.I., Jones K.L., Pennline H.W.",2005,"22nd Annual International Pittsburgh Coal Conference 2005, PCC 2005","The objective of this study is to investigate the potential use of perfluorinated compounds (PFCs) as physical solvents for selective CO 2 capture from post water-gas-shift reactor streams under elevated pressures and temperatures. A comprehensive literature review to select potential PFCs was conducted, and the equilibrium gas solubility, and the hydrodynamic and mass transfer parameters (gas holdup, Sauter mean bubble diameter, and volumetric mass transfer coefficient) for CO2 and N2 in three different PFCs, namely Perfluoro-perhydrofluorene (C 13F22), Perfluoro-perhydrophenanthrene (C 14F24), and Perfluoro-cyclohexylmethyldecalin (C 17F30), known as PP10, PP11, and PP25, respectively, were measured in a 4-liter gas-inducing agitated reactor. The transient physical gas absorption technique was employed to measure the volumetric mass transfer coefficient; and the gas solubility was determined when the thermodynamic equilibrium was reached in the reactor. The expanded liquid height method and a photographic method were used to obtain the gas holdup and the Sauter mean bubble diameter, respectively. The data were statistically designed and obtained in a gas-inducing, 4-liter Zipper- Clave agitated reactor, equipped with sight-windows in wide ranges of operating conditions: Pressures (6 - 30 bar), temperatures (300 - 500 K), mixing speeds (10 - 20 Hz), and liquid heights (0.14 - 0.22 m). The literature review revealed that the PFCs have low reactivity and high chemical stability due to the high energy of their C-F bonds. They have high boiling points and low vapor pressures because of the strength of the C-F bond and the high molecular weight. They also have no dipole and very low molecular interactions due to the repulsive tendency of fluorine atoms. The equilibrium solubilities (x*) of CO2 and N2 in PP10, PP11, and PP25, expressed in mole fraction, were found to increase with pressure at constant temperatures. The solubilities for both gases were greater in PP25 than in the other two PFCs due to its larger molecular weight when compared with those of the other two PFCs. Under similar operating conditions, the solubility of CO2 in the three PFCs appeared to be about 4 times that of N2, which was attributed to the closeness of the solubility parameter of CO2 to those of the PFCs when compared with that of N2. The results showed that CO2 is more soluble in the Selexol solvent than in the PFCs only at low temperatures (≤ 333 K). The Selexol process, however, is customarily operating at temperatures of about 312 K, indicating that the Selexol solvent would not be effective at high temperatures typifying those at the exit of the gasifier system. This study proved the thermal and chemical stability and the ability of the PFCs to selectively absorb CO2 at temperatures up to 500 K and pressures as high as 30 bar. The volumetric mass transfer coefficients (kLa) of CO 2 and N2 in PP10, PP11, and PP25, increased with increasing mixing speed, pressure, and temperature due to the increase of the gas-liquid interfacial area (a) and the liquid-side mass transfer coefficient (kL). The increase of the gas-liquid interfacial area with these operating variables was attributed to the increase of the gas holdup (εG) and the decrease of the Sauter mean bubble diameters (dS). The volumetric mass transfer coefficients of CO2 and N2 in the three PFCs, however, decreased with increasing liquid height above the impeller due to the decrease of the gas holdup and increase of the Sauter mean bubble diameter, which led to the decrease of the gas-liquid interfacial area. The volumetric mass transfer coefficients of CO2 in the three PFCs were found to be always smaller than those of N2 due to the smaller gas-liquid interfacial areas (smaller gas holdup and larger Sauter mean bubble diameter) of CO2 when compared with those of N2 under similar operating conditions. The volumetric mass transfer coefficients for CO2 and N2 in PP25 were smaller than those in PP11, and both were smaller than those in PP10, indicating that the volumetric mass transfer coefficients decrease with increasing the PFCs viscosity. Also, under the operating conditions investigated, the gas-liquid interfacial areas of CO2 and N2 in the three PFCs appeared to control the behavior of the volumetric mass transfer coefficients in the gas-inducing reactor (GIR) used. Copyright © (2005) by the International Pittsburgh Coal Conference.",,Equilibrium solubilities; Gas-liquid interfacial areas; Liquid-side mass transfer coefficients; Perfluorinated compound (PFCs); Perfluorinated compounds; Thermal and chemical stabilities; Thermodynamic equilibria; Volumetric mass transfer coefficient; Gas absorption; Gases; High temperature operations; Liquids; Mass transfer; Molecular weight; Solubility; Solvents; Temperature; Volumetric analysis; Carbon dioxide,
Investigation of perfluorinated compounds as physical solvents for selective CO2 capture at elevated pressures and temperatures,"Heintz Y.J., Lemoine R.O., Sehabiague L., Morsi B.I., Jones K.L., Pennline H.W.",2005,"22nd Annual International Pittsburgh Coal Conference 2005, PCC 2005","The objective of this study is to investigate the potential use of perfluorinated compounds (PFCs) as physical solvents for selective CO 2 capture from post water-gas-shift reactor streams under elevated pressures and temperatures. A comprehensive literature review to select potential PFCs was conducted, and the equilibrium gas solubility, and the hydrodynamic and mass transfer parameters (gas holdup, Sauter mean bubble diameter, and volumetric mass transfer coefficient) for CO2 and N2 in three different PFCs, namely Perfluoro-perhydrofluorene (C 13F22), Perfluoro-perhydrophenanthrene (C 14F24), and Perfluoro-cyclohexylmethyldecalin (C 17F30), known as PP10, PP11, and PP25, respectively, were measured in a 4-liter gas-inducing agitated reactor. The transient physical gas absorption technique was employed to measure the volumetric mass transfer coefficient; and the gas solubility was determined when the thermodynamic equilibrium was reached in the reactor. The expanded liquid height method and a photographic method were used to obtain the gas holdup and the Sauter mean bubble diameter, respectively. The data were statistically designed and obtained in a gas-inducing, 4-liter Zipper- Clave agitated reactor, equipped with sight-windows in wide ranges of operating conditions: pressures (6 - 30 bar), temperatures (300 - 500 K), mixing speeds (10 - 20 Hz), and liquid heights (0.14 - 0.22 m). The literature review revealed that the PFCs have low reactivity and high chemical stability due to the high energy of their C-F bonds. They have high boiling points and low vapor pressures because of the strength of the C-F bond and the high molecular weight. They also have no dipole and very low molecular interactions due to the repulsive tendency of fluorine atoms. The equilibrium solubilities (x*) of CO2 and N2 in PP10, PP11, and PP25, expressed in mole fraction, were found to increase with pressure at constant temperatures. The solubilities for both gases were greater in PP25 than in the other two PFCs due to its larger molecular weight when compared with those of the other two PFCs. Under similar operating conditions, the solubility of CO2 in the three PFCs appeared to be about 4 times that of N2, which was attributed to the closeness of the solubility parameter of CO2 to those of the PFCs when compared with that of N2. The results showed that CO2 is more soluble in the Selexol solvent than in the PFCs only at low temperatures (≤ 333 K). The Selexol process, however, is customarily operating at temperatures of about 312 K, indicating that the Selexol solvent would not be effective at high temperatures typifying those at the exit of the gasifier system. This study proved the thermal and chemical stability and the ability of the PFCs to selectively absorb CO2 at temperatures up to 500 K and pressures as high as 30 bar. The volumetric mass transfer coefficients (kLa) of CO2 and N2 in PP10, PP11, and PP25, increased with increasing mixing speed, pressure, and temperature due to the increase of the gas-liquid interfacial area (a) and the liquid-side mass transfer coefficient (kL). The increase of the gas-liquid interfacial area with these operating variables was attributed to the increase of the gas holdup (εG) and the decrease of the Sauter mean bubble diameters (dS). The volumetric mass transfer coefficients of CO2 and N2 in the three PFCs, however, decreased with increasing liquid height above the impeller due to the decrease of the gas holdup and increase of the Sauter mean bubble diameter, which led to the decrease of the gas-liquid interfacial area. The volumetric mass transfer coefficients of CO2 in the three PFCs were found to be always smaller than those of N2 due to the smaller gas-liquid interfacial areas (smaller gas holdup and larger Sauter mean bubble diameter) of CO2 when compared with those of N2 under similar operating conditions. The volumetric mass transfer coefficients for CO2 and N2 in PP25 were smaller than those in PP11, and both were smaller than those in PP10, indicating that the volumetric mass transfer coefficients decrease with increasing the PFCs viscosity. Also, under the operating conditions investigated, the gas-liquid interfacial areas of CO2 and N2 in the three PFCs appeared to control the behavior of the volumetric mass transfer coefficients in the gas-inducing reactor (GIR) used. © (2005) by the International Pittsburgh Coal Conference.",,Equilibrium solubilities; Gas-liquid interfacial areas; Liquid-side mass transfer coefficients; Mass transfer parameters; Perfluorinated compound (PFCs); Perfluorinated compounds; Thermal and chemical stabilities; Volumetric mass transfer coefficient; Gas absorption; Gases; High temperature operations; Liquids; Mass transfer; Molecular weight; Solubility; Solvents; Temperature; Volumetric analysis; Carbon dioxide,
Quantitative analysis of potentially toxic metals in alginates for dental use,"Braga A.S., Catirse A.B.C.E.B., Vaz L.G., Spadaro A.C.C.",2005,Revista de Ciencias Farmaceuticas Basica e Aplicada,"Alginate is one the materials most employed in practice to make dental impressions. Substances like zinc, cadmium and lead silicate, which are included in several alginate brands with the aim of improving their physical, chemical and mechanical properties, are a source of serious concern as regards their toxicity. The most serious chronic effect of oral exposure to cadmium is renal toxicity. Assimilation of lead has deleterious effects on the gastrointestinal tract, hematopoietic system, cardiovascular system, central and peripheral nervous systems, kidneys, immune system, and reproductive system. Chronic oral exposures to zinc have resulted in hypochromic and microcyte anemia in some individuals. The aim of the present study was to measure the cadmium, lead and zinc contents of seven brands of alginate for dental use on sale in Brazil. The samples were weighed and placed in the Teflon cups of a closed-system microwave oven. Aqua regia (4mL concentrated HCI:HNO3, 3:1 v/v) and hydrofluoric acid (2mL concentrated HF) were added to the samples, which were then subjected to heating. The samples were then cooled to room temperature and diluted to 25 mL in deionized water in a volumetric glass flask. The samples were diluted in duplicate and analyzed against a reagent blank. The analyses were performed in an atomic absorption flame spectrophotometer. Neither lead nor cadmium was detected. Zinc contents ranged from 0.001% to 1.36% by weight. The alginates exhibited low contents of the metals under study and gave no cause for concern regarding toxicity; even so, it is advisable to monitor potentially toxic materials continually and to analyze their plasmatic levels in the professionals working with them.",Alginates; Cadmium; Intoxication; Irreversible hydrocolloid; Sead; Zinc,alginic acid; cadmium; hydrofluoric acid; lead; zinc; anemia; article; atomic absorption spectrometry; intoxication; nephrotoxicity; quantitative analysis,
"3-Nitrobenzanthrone, a potential human cancer hazard in diesel exhaust and urban air pollution: A review of the evidence",Arlt V.M.,2005,Mutagenesis,"Epidemiological studies have shown that exposure to diesel exhaust and urban air pollution is associated with an increased risk of lung cancer. 3-Nitrobenzanthrone [3-nitro-7H-benz[de]anthracen-7-one (3-NBA)] is an extremely potent mutagen and suspected human carcinogen identified in diesel exhaust and ambient air particulate matter. The main metabolite of 3-NBA, 3-aminobenzanthrone (3-ABA), was found in the urine of salt mine workers occupationally exposed to diesel emissions, indicating that human exposure to 3-NBA due to diesel emissions can be significant and is detectable. There is clear evidence that 3-NBA is a genotoxic mutagen forming DNA adducts after metabolic activation through simple reduction of the nitro group. Several human enzymes have been shown to activate 3-NBA and its metabolites in vitro and in cells to form electrophilic arylnitrenium and rearranged carbenium ions, leading to the formation of purine adducts at the C8 and N2 position of guanine and at the C8 and N6 position of adenine. The predominant DNA adducts in vivo, 2-(2′-deoxyguanosin-N2-yl)-3- aminobenzanthrone and N-(2′-deoxyguanosin-8-yl)-3-aminobenzanthrone are also the most persistent adducts in target tissue in rodents, and are most probably responsible for the induction of GC→TA transversion mutations observed in vivo. It is concluded that these adducts not only represent premutagenic lesions in DNA but are of primary importance for the initiation of the carcinogenic process and subsequent tumour formation in target tissue. Indeed, 3-NBA is carcinogenic in rats after intratracheal instillation, inducing mainly squamous cell carcinoma in lung. The intention of this article is to provide a critical review on the potential genotoxic effects of 3-NBA on human health. However, in general, there is a need for more mechanistic studies that relate 3-NBA to all processes that are considered to orchestrate tumour development and of studies on the ability of particles to promote 3-NBA genotoxicity. Because of its widespread environmental presence, 3-NBA may represent not only an occupational health hazard but also a hazard for larger sections of the general population. For an accurate risk assessment more epidemiological studies on 3-NBA-exposed individuals and a broader monitoring of environmental levels of 3-NBA are required. © The Author 2005. Published bv Oxford University Press on behalf of the UK Environmental Mutagen Society. All rights reserved.",,3 aminobenzanthrone; 3 nitrobenzanthrone; DNA; drug metabolite; unclassified drug; air pollution; biological monitoring; cancer; carcinogenesis; carcinogenic activity; carcinogenicity; concentration (parameters); concentration response; DNA adduct; environmental health; enzyme activation; epidemiological data; exhaust gas; exposure; genetics; genotoxicity; health hazard; human; metabolic activation; metabolism; occupational health; particulate matter; population research; priority journal; review; risk assessment; rodent; urban area; Air Pollution; Animals; Benz(a)Anthracenes; Carcinogens; DNA Adducts; Humans; Vehicle Emissions; Rodentia,
"Studies on intercorrelation between selected persistent organic pollutants (POPs) and ions in sea water from the coastal zone of the Baltic Sea, Gdańsk Bay region","Polkowska Z., Astel A., Namieśnik J.",2005,Polish Journal of Environmental Studies,"The Baltic Sea is a semi-enclosed brackish sea with only limited water exchange with the North Sea and, thus, the North Atlantic. This salty water reservoir with water residence time of approximately 25 years is contaminated with many inorganic and organic pollutants: VOCI (Volatile Organohalogen Compounds), HC (Petroleum Hydrocarbons), OPNP (Organophosphorus and Organonitrogenous Pesticides), OCP (Organochlorine Pesticides), PAH (Polycyclic Aromatic Hydrocarbons) and heavy metals. Our paper presents monitoring results and sea environmental pollution assessment of the Southern Baltic coastal zone- the area of the Gdańsk Bay, based on the analysis of sea water samples. A set of various analytes were determined: PAH (16 analytes), VOCI (6 analytes), HC (9 analytes), OPNP (8 analytes), OCP (5 analytes), heavy metals (Zn, Cd, Pb, Cu). The results were subjected to full statistical evaluation. An assessment of sea environment contamination was made by characterization of pollution sources and the definition of intercorrelations between them. The characterization of major statistically important correlations between 45 variables was performed with the use of principal component analysis technique. From the performed PCA it arose that the factor configuration was similar for all sampling points and in all cases 5 factors explain over 60% of the data variance, and the statistically significant loading factors are higher than 0.7 (with p=0.05). Additionally, analysis of variance and time series analysis were applied to define important differences between chemical species' concentration levels in time and in accordance with sampling points' geographical location. As a result of time series analyses carried through with consideration to sampling points, there were no statistically important differences discovered in trends of changes from 1996 up to 1999 for any of examined groups of compounds.",Baltic Sea; Correlations; Heavy metals; Persistent organic pollutants; Sea water; Time series analysis; Volatile compounds,,
Preventing neural tube defects in Europe: A missed opportunity,"Busby A., Armstrong B., Dolk H., Armstrong N., Haeusler M., Berghold A., Gillerot Y., Baguette A., Gjergja R., Barisic I., Christiansen M., Goujard J., Steinbicker V., Rösch C., McDonnell R., Scarano G., Calzolari E., Neville A., Cocchi G., Bianca S., Gatt M., Walle H.D., Braz P., Latos-Bielenska A., Gener B., Portillo I., Addor M.-C., Abramsky L., Ritvanen A., Robert-Gnansia E., Daltveit A.K., Aneren G., Olars B., Edwards G.",2005,Reproductive Toxicology,"Each year, more than 4500 pregnancies in the European Union are affected by neural tube defects (NTD). Unambiguous evidence of the effectiveness of periconceptional folic acid in preventing the majority of neural tube defects has been available since 1991. We report on trends in the total prevalence of neural tube defects up to 2002, in the context of a survey in 18 European countries of periconceptional folic acid supplementation (PFAS) policies and their implementation. EUROCAT is a network of population-based registries in Europe collaborating in the epidemiological surveillance of congenital anomalies. Representatives from 18 participating countries provided information about policy, health education campaigns and surveys of PFAS uptake. The yearly total prevalence of neural tube defects including livebirths, stillbirths and terminations of pregnancy was calculated from 1980 to 2002 for 34 registries, with UK and Ireland estimated separately from the rest of Europe. A meta-analysis of changes in NTD total prevalence between 1989-1991 and 2000-2002 according to PFAS policy was undertaken for 24 registries. By 2005, 13 countries had a government recommendation that women planning a pregnancy should take 0.4 mg folic acid supplement daily, accompanied in 7 countries by government-led health education initiatives. In the UK and Ireland, countries with PFAS policy, there was a 30% decline in NTD total prevalence (95% CI 16-42%) but it was difficult to distinguish this from the pre-existing strong decline. In other European countries with PFAS policy, there was virtually no decline in NTD total prevalence whether a policy was in place by 1999 (2%, 95% CI 28% reduction to 32% increase) or not (8%, 95% CI 26% reduction to 16% increase). The potential for preventing NTDs by periconceptional folic acid supplementation is still far from being fulfilled in Europe. Only a public health policy including folic acid fortification of staple foods is likely to result in large-scale prevention of NTDs. © 2005 Elsevier Inc. All rights reserved.",EUROCAT; Folate; Folic acid supplementation; Folic acid supplementation policy; Neural tube defects; Surveillance of congenital anomalies,"folic acid; article; birth; calculation; clinical trial; conception; confidence interval; congenital malformation; epidemiological data; Europe; government; health care; health care policy; health education; health survey; human; Ireland; meta analysis; neural tube defect; population research; pregnancy; pregnancy termination; prevalence; prophylaxis; public health; register; stillbirth; supplementation; United Kingdom; Adult; Europe; Female; Folic Acid; Food, Fortified; Humans; Neural Tube Defects; Pregnancy; Prenatal Care; Prevalence; Public Health",
The Geosynchronous Imaging Fourier Transform Spectrometer (GIFTS) on-board blackbody calibration system,"Best F.A., Revercomb H.E., Knuteson R.O., Tobin D.C., Ellington S.D., Werner M.W., Adler D.P., Garcia R.K., Taylor J.K., Ciganovich N.N., Smith W.L., Bingham G.E., Elwell J.D., Scott D.K.",2005,Proceedings of SPIE - The International Society for Optical Engineering,"The NASA New Millennium Program's Geosynchronous Imaging Fourier Transform Spectrometer (GIFTS) instrument provides enormous advances in water vapor, wind, temperature, and trace gas profiling from geostationary orbit. The top-level instrument calibration requirement is to measure brightness temperature to better than 1 K (3 sigma) over a broad range of atmospheric brightness temperatures, with a reproducibility of ±0.2 K. For in-flight radiometric calibration, GIFTS uses views of two on-board blackbody sources (290 K and 255 K) along with cold space, sequenced at regular programmable intervals. The blackbody references are cavities that follow the UW Atmospheric Emitted Radiance Interferometer (AERI) design, scaled to the GIFTS beam size. The cavity spectral emissivity is better than 0.998 with an absolute uncertainty of less than 0.001. Absolute blackbody temperature uncertainties are estimated at 0.07 K. This paper describes the detailed design of the GIFTS on-board calibration system that recently underwent its Critical Design Review. The blackbody cavities use ultra-stable thermistors to measure temperature, and are coated with high emissivity black paint. Monte Carlo modeling has been performed to calculate the cavity emissivity. Both absolute temperature and emissivity measurements are traceable to NIST, and detailed uncertainty budgets have been developed and used to show the overall system meets accuracy requirements. The blackbody controller is housed on a single electronics board and provides precise selectable set point temperature control, thermistor resistance measurement, and the digital interface to the GIFTS instrument. Plans for the NIST traceable ground calibration of the on-board blackbody system have also been developed and are presented in this paper.",Blackbody; Calibration; FTS (Fourier Transform Spectrometer); Imaging; Radiometric; Remote Sensing,Blackbody; Fourier Transform Spectrometers (FTS); Geosynchronous imaging fourier transform spectrometer (GIFTS); Radiometric; Calibration; Fourier transform infrared spectroscopy; Radiometry; Remote sensing; Spectrometers; Telescopes; Thermistors; Imaging systems,
Pulmonary applications of perfluorochemical liquids: Ventilation and beyond,"Wolfson M.R., Shaffer T.H.",2005,Paediatric Respiratory Reviews,"In this review of liquid ventilation, concepts and applications are presented that summarise the pulmonary applications of perfluorochemical liquids. Beginning with the question of whether this alternative form of respiratory support is needed and ending with lessons learned from clinical trials, the various methods of liquid assisted ventilation are compared and contrasted, evidence for mechanoprotective and cytoprotective attributes of intrapulmonary perfluorochemical liquid are presented and alternative intrapulmonary applications, including their use as vehicles for drugs, for thermal control and as imaging agents are presented. © 2005 Elsevier Ltd. All rights reserved.",Liquid assisted ventilation; Perfluorocarbons; Perfluorochemical liquid,"antibiotic agent; antioxidant; fluorocarbon; lung surfactant; perfluoro compound; perfluorooctyl bromide; vasodilator agent; adult respiratory distress syndrome; aerosol; aspiration pneumonia; cell protection; clinical trial; drug delivery system; drug efficacy; drug safety; drug tolerability; extracorporeal oxygenation; human; intermethod comparison; liquid ventilation; lung gas exchange; lung insufficiency; lung mechanics; nonhuman; priority journal; review; systematic review; Clinical Trials; Combined Modality Therapy; Fluorocarbons; Humans; Infant; Infant, Newborn; Liquid Ventilation; Lung Diseases; Oxygen Inhalation Therapy; Pulmonary Surfactants; Pulmonary Ventilation",
The potential use of PPARα agonists as immunosuppressive agents,Cunard R.,2005,Current Opinion in Investigational Drugs,"Fibrates are peroxisome proliferator-activated receptor (PPAR)α ligands that have been used to treat hyperlipidemia and atherosclerosis for many years, and research has demonstrated that these agents have immunosuppressive effects. PPARα is expressed in multiple inflammatory cell types, and its ligands abrogate expression of inflammatory diseases. This review focuses on the use of fibrates in inflammatory disease models. It also describes proposed mechanisms of action of PPARα ligands and discusses the potential use of these medications as immunosuppressive agents. © The Thomson Corporation.",Anti-inflammatory; Atherosclerosis; Fibrates; Peroxisome proliferator-activated receptors,"15 deoxy delta12,14 prostaglandin J2; 2,4 thiazolidinedione derivative; bezafibrate; C reactive protein; fenofibrate; fibric acid derivative; gemfibrozil; gw 7647; hydroxymethylglutaryl coenzyme A reductase inhibitor; nonsteroid antiinflammatory agent; perfluorooctanoic acid; peroxisome proliferator activated receptor agonist; peroxisome proliferator activated receptor alpha; peroxisome proliferator activated receptor delta; peroxisome proliferator activated receptor gamma; pirinixic acid; placebo; prostacyclin; unclassified drug; ursodeoxycholic acid; clofibric acid; immunosuppressive agent; peroxisome proliferator activated receptor alpha; acute phase response; amyloidosis; antiinflammatory activity; antioxidant activity; asthenia; asthma; atherosclerosis; biliary cirrhosis; brain hemorrhage; cancer risk; clinical trial; colitis; conformational transition; cytokine production; diabetes mellitus; drug conformation; drug efficacy; drug safety; drug structure; gastrointestinal symptom; headache; human; hyperlipidemia; immune response; immunosuppressive treatment; impotence; inflammatory cell; insomnia; liver toxicity; multiple sclerosis; myopathy; nonhuman; precancer; protein expression; protein function; review; rheumatoid arthritis; structure activity relation; systematic review; transcription regulation; animal; drug potentiation; immunology; Animals; Clofibric Acid; Humans; Immunosuppressive Agents; PPAR alpha",
Endobiliary stents for palliation in patients with malignant obstructive jaundice,Hammarström L.-E.,2005,Journal of Clinical Gastroenterology,"Background: Endobiliary drainage for malignant obstructive jaundice presents a viable palliative alternative. Its role and efficacy depend on factors related to the stent, procedure, and patient. Goals: To review the evidence in the literature in which settings plastic or metal stents are cost-effective, and whether adjuvant measures or patient-related factors affect duration of stent patency. Study: Using databases a literature search was performed for papers published from 1979 to April 2004. All retrieved papers reporting experimental or clinical observations were rated according to strength of evidence, and carefully analyzed. Results and Conclusions: Metal stents (Wallstent) stay patent longer than plastic stents (large-bore polyethylene with side-holes), overall median 250 and 110 days, respectively, and seem cost-effective in patients with longer than about 6 months survival, which cannot be accurately predicted. Antibiotics or choleretic agents do not prolong stent patency in clinical settings. In case of stent occlusion, indicated stent exchanges and insertion of a plastic stent, respectively, seem cost-effective in patients initially treated with plastic and metal stents. Copyright © 2005 by Lippincott Williams & Wilkins.",Cost-effectiveness; Endobiliary drainage; Palliation; Survival,"antibiotic agent; choleretic agent; heparin; hyaluronic acid; hydromerpolyethylene; hydromerpolyurethane; metal; percuflex; plastic; politef; polyethylene; polyurethan; silicon; unclassified drug; vivathane; accuracy; biofilm; cohort analysis; controlled study; correlation analysis; cost effectiveness analysis; graft patency; human; obstructive jaundice; prediction; priority journal; review; stent; survival rate; Bile Ducts; Cost-Benefit Analysis; Female; Follow-Up Studies; Humans; Jaundice, Obstructive; Male; Palliative Care; Prosthesis Implantation; Retrospective Studies; Review Literature; Risk Factors; Sex Factors; Stents; Survival Rate; Treatment Outcome",
"Modern and historical fluxes of halogenated organic contaminants to a lake in the Canadian arctic, as determined from annually laminated sediment cores","Stern G.A., Braekevelt E., Helm P.A., Bidleman T.F., Outridge P.M., Lockhart W.L., McNeeley R., Rosenberg B., Ikonomou M.G., Hamilton P., Tomy G.T., Wilkinson P.",2005,Science of the Total Environment,"Two annually laminated cores collected from Lake DV09 on Devon Island in May 1999 were dated using 210Pb and 137Cs, and analyzed for a variety of halogenated organic contaminants (HOCs), including polychlorinated biphenyls (PCBs), organochlorine pesticides, short-chain polychlorinated n-alkanes (sPCAs), polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDD/Fs), and polybrominated diphenyl ethers (PBDEs). Dry weight HOC concentrations in Lake DV09 sediments were generally similar to other remote Arctic lakes. Maximum HOC fluxes often agreed well with production maxima, although many compound groups exhibited maxima at or near the sediment surface, much later than peak production. The lower than expected HOC concentrations in older sediment slices may be due to anaerobic degradation and possibly to dilution resulting from a temporary increase in sedimentation rate observed between the mid-1960s and 1970s. Indeed, temporal trends were more readily apparent for those compound classes when anaerobic metabolites were also analyzed, such as for DDT and toxaphene. However, it is postulated here for the first time that the maximum or increasing HOC surface fluxes observed for many of the major compound classes in DV09 sediments may be influenced by climate variation and the resulting increase in algal primary productivity which could drive an increasing rate of HOC scavenging from the water column. Both the fraction (FTC) and enantiomer fraction (EF) of trans-chlordane (TC) decreased significantly between 1957 and 1997, suggesting that recent inputs to the lake are from weathered chlordane sources. PCDD/Fs showed a change in sources from pentachlorophenol (PeCP) in the 1950s and 1960s to combustion sources into the 1990s. Improvements in combustion technology may be responsible for the reducing the proportion of TCDF relative to OCDD in the most recent slice. Crown Copyright © 2005 Published by Elsevier B.V. All rights reserved.",Anaerobic degradation; Arctic; Climate warming; Organohalogens; Sediment cores; Temporal trends,Halogenation; Impurities; Laminates; Pesticides; Polychlorinated biphenyls; Sediments; Canadian Arctic; Halogenated organic contaminants (HOC); Organochlorine pesticides; Polybrominated diphenyl ethers (PBDE); Lake pollution; alkane derivative; campheclor; cesium 137; chlordane; chlorphenotane; dibenzofuran; lead 210; organochlorine pesticide; organohalogen derivative; pentachlorophenol; polybrominated diphenyl ether; polychlorinated biphenyl; polychlorinated dibenzodioxin; lake pollution; algal growth; anaerobic digestion; article; climate; combustion; dilution; lake ecosystem; lake sediment; pollution monitoring; pollution transport; priority journal; seasonal variation; sediment transport; sedimentation; water contamination; water sampling; Canada; Devon Island; North America; Nunavut; Western Hemisphere; World; algae,Elsevier
